"N03_007",,,"総数","300万円未満","300～500","500～700","700～1000","1000万円以上"
"43404",,"菊陽町","15,600","4,910","4,180","2,890","2,110","610"
"43441",,"御船町","5,880","2,690","1,650","820","590","130"
"43443",,"益城町","10,720","3,530","3,620","1,960","1,070","490"
"43447",,"山都町","5,600","3,020","1,560","520","310","160"
"43482",,"芦北町","6,540","3,220","1,790","870","480","180"
"43514",,"あさぎり町","5,290","2,600","1,340","730","370","240"
"44201",,"大分市","198,070","72,240","48,510","27,640","17,340","7,100"
"44202",,"別府市","59,630","32,530","12,740","4,940","2,480","1,480"
"44203",,"中津市","33,350","15,540","9,090","4,160","2,360","940"
"44204",,"日田市","25,040","11,970","7,120","2,940","1,530","950"
"44205",,"佐伯市","28,900","14,820","7,590","3,140","1,550","810"
"44206",,"臼杵市","14,580","6,850","4,200","1,780","1,090","530"
"44207",,"津久見市","7,850","4,060","2,060","940","520","180"
"44208",,"竹田市","9,120","4,680","2,340","1,020","600","340"
"44209",,"豊後高田市","9,240","4,980","2,430","1,010","550","200"
"44210",,"杵築市","11,580","5,750","3,130","1,280","710","370"
"44211",,"宇佐市","21,490","10,870","5,260","2,870","1,450","810"
"44212",,"豊後大野市","14,560","7,920","3,660","1,640","880","430"
"44213",,"由布市","13,080","5,810","3,650","1,560","710","440"
"44214",,"国東市","12,200","7,080","2,710","1,390","630","290"
"44341",,"日出町","10,320","4,860","2,930","1,350","770","310"
"44462",,"玖珠町","5,810","3,030","1,510","670","460","150"
"45201",,"宮崎市","173,200","79,770","44,260","20,560","13,160","5,430"
"45202",,"都城市","70,190","39,560","17,710","6,720","3,690","1,370"
"45203",,"延岡市","51,700","26,570","13,170","5,610","2,770","1,400"
"45204",,"日南市","22,010","11,990","5,240","2,430","1,250","640"
"45205",,"小林市","19,640","10,840","4,800","2,010","1,000","580"
"45206",,"日向市","24,750","12,150","6,650","3,100","1,480","670"
"45207",,"串間市","7,960","4,870","1,820","620","340","230"
"45208",,"西都市","11,940","6,380","3,090","1,310","650","390"
"45209",,"えびの市","8,760","5,610","1,910","740","340","90"
"45341",,"三股町","9,990","5,090","2,510","1,220","730","240"
"45382",,"国富町","7,610","3,960","1,770","850","540","290"
"45401",,"高鍋町","8,500","4,430","2,190","1,230","360","210"
"45402",,"新富町","6,420","2,870","2,010","840","570","140"
"45405",,"川南町","5,870","3,100","1,490","730","290","240"
"45421",,"門川町","7,160","3,880","1,670","880","430","200"
"46201",,"鹿児島市","267,790","124,250","74,180","34,760","17,510","7,510"
"46203",,"鹿屋市","42,650","24,280","10,750","4,270","1,990","920"
"46204",,"枕崎市","9,840","5,840","2,370","980","450","150"
"46206",,"阿久根市","9,740","6,070","2,270","770","400","220"
"46208",,"出水市","22,850","13,370","5,730","2,200","980","470"
"46210",,"指宿市","17,790","10,740","4,350","1,610","730","290"
"46213",,"西之表市","7,390","4,630","1,560","760","330","110"
"46214",,"垂水市","7,050","4,340","1,750","520","310","120"
"46215",,"薩摩川内市","39,420","20,800","10,340","4,470","2,530","830"
"46216",,"日置市","20,290","10,900","5,210","2,570","1,000","380"
"46217",,"曽於市","16,380","10,010","4,050","1,310","680","290"
"46218",,"霧島市","53,460","29,020","13,250","6,210","2,760","1,060"
"46219",,"いちき串木野市","12,400","6,780","3,330","1,360","650","190"
"46220",,"南さつま市","15,010","9,380","3,510","1,270","620","240"
"46221",,"志布志市","13,750","8,600","2,970","1,240","580","290"
"46222",,"奄美市","19,780","12,840","3,750","1,700","1,010","450"
"46223",,"南九州市","15,110","8,890","3,670","1,480","750","300"
"46224",,"伊佐市","10,890","6,240","2,750","1,200","470","230"
"46225",,"姶良市","29,700","14,890","8,740","3,680","1,760","530"
"46392",,"さつま町","9,640","5,230","2,540","900","790","100"
"46492",,"肝付町","6,830","4,600","1,370","460","250","150"
"47201",,"那覇市","132,280","70,760","25,940","12,660","6,550","4,220"
"47205",,"宜野湾市","37,970","20,460","8,730","3,030","1,520","740"
"47207",,"石垣市","19,960","11,780","4,140","1,470","940","260"
"47208",,"浦添市","43,760","22,110","10,350","3,320","2,500","1,080"
"47209",,"名護市","26,070","17,320","5,010","1,810","660","250"
"47210",,"糸満市","19,880","11,700","4,440","1,720","660","210"
"47211",,"沖縄市","50,040","26,260","9,930","3,780","2,310","1,110"
"47212",,"豊見城市","21,100","9,610","6,200","2,330","1,220","640"
"47213",,"うるま市","41,350","25,230","8,930","2,850","1,440","520"
"47214",,"宮古島市","21,710","13,870","4,030","1,290","800","380"
"47215",,"南城市","13,100","7,760","3,380","1,140","510","160"
"47324",,"読谷村","12,180","6,830","2,660","1,260","590","160"
"47326",,"北谷町","10,250","4,330","2,270","960","510","290"
"47327",,"北中城村","6,010","3,090","1,240","730","390","150"
"47328",,"中城村","6,740","3,780","1,740","720","290","140"
"47329",,"西原町","11,940","6,870","2,570","850","660","310"
"47348",,"与那原町","6,520","3,840","1,360","560","290","180"
"47350",,"南風原町","11,600","5,790","2,910","1,310","790","300"
"47362",,"八重瀬町","8,940","5,460","2,070","780","410","90"
